priority,complexity,task_type,assignee_load,project_velocity,team_size,days_in_backlog,inventory_blocked,inventory_delay_days,num_dependencies,dependency_delay,day_of_week,sprint_day,team_type,actual_days_to_complete
1,3.0,0,13.0,20.61,5,20,0,0.0,0,0.0,0,0,chaotic,3.0
1,3.0,3,3.0,7.23,6,9,0,0.0,4,4.05,1,4,chaotic,8.4
1,8.0,2,14.0,7.21,7,7,0,0.0,0,0.0,2,4,structured,11.6
2,8.0,1,9.0,18.52,10,5,0,0.0,1,0.78,3,1,chaotic,16.2
1,2.0,1,3.0,6.63,2,1,0,0.0,3,5.77,2,4,structured,15.1
3,5.0,1,12.0,5.55,3,6,0,0.0,4,8.24,0,0,structured,23.0
3,1.0,2,14.0,18.08,11,2,1,20.0,4,4.21,2,2,structured,59.9
1,3.0,1,4.0,4.97,3,0,0,0.0,3,6.41,2,4,chaotic,17.5
1,1.0,0,1.0,5.85,5,34,1,30.0,3,7.83,1,2,structured,39.0
2,13.0,1,8.0,19.04,13,0,0,0.0,3,7.91,1,2,structured,28.9
2,8.0,0,12.0,21.54,4,17,1,10.0,5,5.86,4,0,structured,49.9
2,3.0,1,0.0,7.27,3,23,0,0.0,5,14.06,3,3,structured,18.9
2,8.0,1,4.0,18.61,8,0,0,0.0,2,3.99,0,9,chaotic,12.8
2,5.0,1,5.0,15.69,7,9,0,0.0,5,15.74,3,6,structured,30.3
2,3.0,0,0.0,19.86,3,0,0,0.0,1,0.87,1,1,structured,8.7
1,2.0,0,9.0,8.27,7,17,1,30.0,1,1.36,4,4,chaotic,26.0
2,3.0,0,8.0,4.09,13,24,1,16.0,0,0.0,2,9,structured,29.7
1,3.0,1,2.0,4.89,15,36,0,0.0,4,10.57,1,5,structured,16.0
2,2.0,3,14.0,21.52,2,8,0,0.0,3,2.56,0,5,chaotic,8.7
3,5.0,2,15.0,17.85,11,7,0,0.0,3,5.35,0,6,chaotic,10.8
1,2.0,2,13.0,7.2,11,5,0,0.0,4,7.13,3,9,structured,20.8
2,8.0,1,11.0,21.21,12,10,0,0.0,1,1.98,4,6,chaotic,11.6
0,5.0,0,7.0,25.92,12,33,1,30.0,1,1.73,1,6,structured,26.9
2,2.0,2,3.0,13.81,11,7,1,24.0,3,8.06,2,6,structured,31.2
0,2.0,1,14.0,6.89,14,3,1,13.0,0,0.0,4,8,structured,15.1
3,8.0,0,8.0,22.03,5,36,0,0.0,3,3.58,4,4,structured,11.6
1,1.0,1,7.0,22.17,3,0,0,0.0,1,1.49,3,1,structured,5.4
3,5.0,1,6.0,23.49,7,8,0,0.0,4,10.62,4,7,structured,19.0
2,8.0,1,3.0,23.07,4,8,0,0.0,1,0.94,2,4,structured,11.4
2,5.0,0,6.0,10.34,4,0,1,8.0,2,3.39,2,2,structured,11.4
2,8.0,1,12.0,7.23,2,1,0,0.0,4,3.96,2,6,structured,31.8
2,5.0,0,8.0,7.8,9,7,0,0.0,4,4.36,0,7,chaotic,13.9
3,5.0,1,6.0,8.12,13,7,0,0.0,5,8.89,3,1,chaotic,21.8
1,1.0,2,1.0,3.65,3,12,0,0.0,1,1.28,1,7,chaotic,3.9
2,1.0,3,6.0,3.84,11,1,0,0.0,5,9.26,3,5,structured,8.5
0,1.0,1,3.0,15.82,14,24,0,0.0,2,1.37,3,8,chaotic,3.7
2,13.0,0,6.0,16.79,8,18,0,0.0,2,4.21,1,7,chaotic,45.4
1,3.0,1,2.0,12.39,4,25,0,0.0,3,3.94,3,9,structured,10.2
2,3.0,0,15.0,14.38,11,12,0,0.0,5,15.15,0,8,structured,26.7
2,3.0,2,2.0,17.67,4,14,0,0.0,3,3.57,1,5,structured,4.2
1,3.0,2,1.0,3.12,3,0,0,0.0,2,3.69,3,3,structured,8.3
2,8.0,1,10.0,20.84,8,15,0,0.0,0,0.0,3,5,structured,13.0
2,8.0,2,5.0,6.63,2,7,0,0.0,5,4.3,4,2,structured,20.2
2,2.0,1,15.0,4.04,6,2,0,0.0,2,3.48,0,3,structured,8.8
1,5.0,1,6.0,24.15,12,13,0,0.0,4,3.32,3,9,structured,9.9
2,3.0,3,10.0,15.49,4,23,0,0.0,1,0.58,1,7,structured,3.5
3,3.0,0,13.0,4.09,9,0,0,0.0,0,0.0,1,0,structured,84.02975710769695
1,8.0,1,8.0,24.06,15,1,1,0.0,5,10.1,0,2,structured,45.8
1,3.0,2,12.0,3.98,5,21,0,0.0,0,0.0,1,6,structured,4.5
0,2.0,1,8.0,2.81,5,19,0,0.0,5,9.56,1,6,structured,14.1
2,5.0,1,13.0,24.5,11,3,0,0.0,1,1.98,2,0,structured,8.7
1,3.0,0,4.0,21.46,12,2,1,0.0,2,1.31,0,5,structured,22.3
2,3.0,1,13.0,23.37,8,2,0,0.0,0,0.0,2,6,structured,4.0
2,8.0,1,13.0,19.58,12,2,0,0.0,4,5.03,3,2,structured,14.0
1,2.0,1,6.0,16.73,10,7,0,0.0,0,0.0,1,4,structured,5.4
3,2.0,0,1.0,7.49,5,3,0,0.0,3,5.12,4,2,chaotic,9.9
2,5.0,1,10.0,18.68,13,23,1,24.0,5,11.98,0,3,structured,40.3
1,3.0,1,1.0,24.16,5,8,0,0.0,2,3.54,4,1,structured,12.9
1,2.0,2,0.0,24.22,11,14,0,0.0,1,1.03,2,9,chaotic,2.6
1,2.0,1,15.0,23.35,9,4,1,19.0,4,8.62,1,7,structured,48.0
1,3.0,1,9.0,21.94,9,7,0,0.0,3,4.91,0,0,structured,6.9
1,3.0,2,10.0,4.63,14,0,0,0.0,5,6.58,4,8,structured,9.8
3,8.0,0,14.0,10.24,14,0,0,0.0,2,1.37,4,6,chaotic,11.0
1,5.0,1,14.0,4.75,12,32,0,0.0,2,3.64,0,1,structured,13.3
1,3.0,0,15.0,3.71,10,2,1,22.0,1,1.4,1,1,structured,35.5
2,5.0,1,2.0,25.76,6,18,0,0.0,1,1.26,2,9,chaotic,4.7
2,5.0,3,5.0,15.24,12,10,1,18.0,3,4.91,1,2,structured,43.0
3,5.0,1,12.0,23.04,2,28,0,0.0,5,10.18,3,2,structured,26.9
2,2.0,2,0.0,15.75,3,1,0,0.0,3,2.79,2,2,chaotic,5.8
1,2.0,0,3.0,20.1,10,19,0,0.0,4,9.23,2,1,structured,12.3
1,1.0,1,8.0,1.46,5,3,0,0.0,4,10.85,3,5,structured,16.4
3,5.0,1,5.0,17.93,8,28,0,0.0,1,0.67,0,8,structured,6.5
2,13.0,0,2.0,5.48,15,1,0,0.0,4,10.04,3,5,structured,23.4
3,5.0,1,14.0,22.6,6,5,0,0.0,0,0.0,1,9,structured,9.197549095763375
1,2.0,1,7.0,17.45,7,13,0,0.0,2,4.14,1,9,structured,8.5
3,5.0,1,6.0,6.87,11,10,0,0.0,3,5.24,0,1,structured,10.8
2,8.0,2,10.0,23.19,12,2,0,0.0,0,0.0,0,4,chaotic,8.2
1,3.0,3,10.0,15.91,15,20,1,4.0,3,4.66,4,1,structured,17.2
2,5.0,1,7.0,27.43,6,9,0,0.0,0,0.0,4,6,structured,7.3
2,8.0,3,14.0,21.73,14,9,0,0.0,1,0.53,4,2,structured,19.1
0,1.0,0,4.0,15.84,5,2,0,0.0,4,3.31,4,0,chaotic,9.4
1,3.0,0,13.0,21.07,11,8,0,0.0,3,8.09,1,0,structured,72.57695206620721
2,5.0,1,13.0,6.7,3,18,0,0.0,5,16.08,1,5,structured,50.3
1,5.0,1,0.0,20.95,15,9,0,0.0,0,0.0,3,4,structured,6.4
1,13.0,1,12.0,19.01,13,6,0,0.0,5,6.36,2,8,structured,40.9
1,5.0,1,2.0,5.0,7,2,0,0.0,2,3.03,4,7,structured,20.1
1,3.0,2,7.0,13.16,14,8,1,25.0,4,8.9,0,9,structured,47.6
3,3.0,0,14.0,6.01,3,31,0,0.0,1,0.76,1,0,structured,7.7
2,5.0,2,3.0,13.06,7,6,0,0.0,4,4.97,1,7,structured,11.3
1,5.0,1,8.0,20.57,8,10,0,0.0,5,10.3,3,3,structured,16.1
3,13.0,1,12.0,22.42,11,5,0,0.0,4,3.48,3,7,structured,22.6
3,3.0,0,7.0,7.79,11,5,0,0.0,1,1.3,1,3,structured,5.0
1,1.0,1,1.0,9.18,2,1,0,0.0,5,14.78,4,7,structured,17.8
2,8.0,1,1.0,14.32,13,9,0,0.0,1,1.98,0,9,structured,8.1
1,5.0,2,8.0,21.42,4,1,0,0.0,0,0.0,0,1,structured,17.2
3,8.0,1,0.0,24.28,15,29,1,5.0,4,6.4,2,7,structured,15.2
2,8.0,0,0.0,7.59,7,2,0,0.0,1,1.65,4,1,structured,7.4
2,3.0,2,15.0,18.4,9,1,0,0.0,0,0.0,1,3,chaotic,4.3
0,3.0,1,8.0,6.32,7,15,0,0.0,0,0.0,2,6,structured,10.4
3,3.0,3,8.0,18.45,7,1,0,0.0,4,10.72,4,2,structured,13.2
0,3.0,1,1.0,17.21,8,38,0,0.0,0,0.0,0,8,structured,2.9
1,5.0,1,12.0,5.17,5,2,1,7.0,0,0.0,4,8,chaotic,15.2
1,8.0,1,8.0,15.31,14,3,0,0.0,5,11.07,3,7,structured,19.7
2,8.0,1,3.0,4.14,10,4,0,0.0,0,0.0,0,2,structured,12.6
1,2.0,1,12.0,23.04,8,3,0,0.0,4,5.32,2,8,structured,9.6
3,2.0,0,3.0,17.03,11,9,0,0.0,2,4.46,0,6,structured,13.463593778480515
2,3.0,3,8.0,18.59,2,5,1,0.0,2,4.76,0,7,structured,47.1
0,5.0,2,8.0,8.83,10,7,0,0.0,5,10.67,1,6,structured,15.6
0,3.0,1,4.0,1.28,4,7,1,0.0,2,4.15,4,1,structured,23.4
0,8.0,1,14.0,13.85,4,6,0,0.0,0,0.0,2,7,structured,19.8
2,3.0,2,8.0,15.95,11,5,0,0.0,2,3.79,1,9,structured,7.9
2,3.0,0,4.0,5.0,8,19,1,27.0,1,0.96,1,6,structured,36.1
1,5.0,1,8.0,15.5,4,16,0,0.0,4,4.6,4,3,chaotic,18.2
2,3.0,0,5.0,17.02,3,1,0,0.0,4,7.46,3,4,structured,11.0
0,8.0,0,7.0,18.81,10,2,0,0.0,0,0.0,4,7,chaotic,8.3
2,3.0,0,8.0,5.48,9,11,0,0.0,5,7.59,2,1,structured,19.6
3,1.0,2,6.0,6.79,5,15,0,0.0,5,6.78,3,7,structured,8.6
2,1.0,0,0.0,14.15,4,4,1,21.0,2,3.07,0,1,chaotic,15.7
2,3.0,2,10.0,20.13,12,6,0,0.0,2,3.06,3,5,structured,12.8
2,5.0,3,6.0,21.95,14,1,0,0.0,2,3.75,3,5,chaotic,16.4
0,5.0,0,5.0,4.87,15,4,0,0.0,3,2.85,4,9,structured,41.6
1,3.0,2,8.0,13.09,13,4,0,0.0,1,1.16,1,4,chaotic,6.7
1,2.0,1,13.0,15.77,5,1,0,0.0,2,1.4,2,5,chaotic,8.0
2,8.0,3,0.0,1.91,12,2,0,0.0,2,4.19,3,3,chaotic,48.4
2,13.0,1,15.0,23.73,7,1,0,0.0,5,14.9,3,8,chaotic,45.0
2,3.0,1,10.0,21.47,3,1,0,0.0,0,0.0,4,5,structured,5.7
3,8.0,0,8.0,17.98,4,61,0,0.0,0,0.0,1,1,structured,15.789594586218849
1,2.0,3,0.0,27.5,8,3,0,0.0,0,0.0,0,8,structured,1.4
2,3.0,0,11.0,17.83,5,6,0,0.0,0,0.0,4,9,structured,5.2
1,2.0,2,11.0,25.07,4,24,0,0.0,4,4.88,2,0,chaotic,21.0
1,5.0,0,8.0,5.03,12,7,0,0.0,2,4.33,0,4,structured,11.1
2,1.0,1,8.0,23.75,2,2,1,23.0,2,1.4,4,1,structured,35.0
3,5.0,1,13.0,4.19,15,8,1,28.0,4,8.43,4,5,structured,155.4854528073744
2,3.0,0,13.0,4.53,7,1,0,0.0,4,11.55,0,0,chaotic,32.4
0,1.0,0,5.0,18.03,6,6,0,0.0,5,7.35,4,1,structured,9.4
2,8.0,0,10.0,22.25,6,1,0,0.0,3,3.66,3,3,structured,9.9
0,8.0,2,0.0,14.05,11,6,0,0.0,4,3.98,0,0,structured,11.1
3,2.0,2,8.0,7.11,14,3,1,15.0,0,0.0,1,1,structured,17.1
2,3.0,0,2.0,6.64,5,31,0,0.0,1,1.46,0,5,chaotic,15.9
1,13.0,1,4.0,7.69,14,32,0,0.0,3,5.28,2,2,chaotic,17.9
0,1.0,0,8.0,4.88,14,1,1,18.0,5,8.16,4,5,structured,21.9
1,1.0,2,6.0,2.36,15,5,0,0.0,3,4.77,3,0,chaotic,9.5
3,13.0,2,8.0,15.84,10,3,0,0.0,4,10.61,2,8,structured,17.0
1,5.0,2,1.0,4.4,2,23,0,0.0,0,0.0,4,3,structured,8.8
2,8.0,2,15.0,17.79,6,30,0,0.0,4,5.99,4,1,structured,11.5
2,5.0,1,11.0,4.49,9,5,0,0.0,5,11.79,4,3,chaotic,49.1
2,13.0,0,6.0,21.8,13,4,0,0.0,2,4.28,1,3,structured,13.1
1,3.0,2,0.0,5.79,2,30,0,0.0,4,8.8,4,9,chaotic,16.9
3,8.0,0,0.0,5.06,10,3,0,0.0,1,1.83,0,1,structured,6.1
1,5.0,0,6.0,21.98,10,3,0,0.0,5,12.12,4,5,chaotic,26.1
2,8.0,1,8.0,3.0,2,18,0,0.0,4,5.28,1,1,structured,25.4
2,5.0,2,8.0,6.89,9,0,1,7.0,3,5.86,0,8,structured,18.4
2,5.0,1,4.0,16.8,7,8,0,0.0,3,5.58,0,8,chaotic,9.2
3,5.0,3,10.0,12.48,8,0,0,0.0,4,6.11,3,6,structured,6.5
1,3.0,1,9.0,19.15,12,6,0,0.0,1,0.62,1,5,structured,5.4
2,5.0,0,5.0,6.33,2,1,0,0.0,1,1.75,3,4,structured,6.0
1,2.0,1,5.0,2.72,12,11,0,0.0,3,7.04,1,9,structured,15.4
1,5.0,2,8.0,17.97,3,22,0,0.0,5,4.4,0,8,chaotic,8.8
1,2.0,0,8.0,25.81,11,5,1,24.0,5,12.87,1,6,structured,69.2
1,1.0,3,9.0,2.57,6,0,0,0.0,5,12.02,1,7,structured,8.8
1,2.0,1,2.0,8.55,9,1,0,0.0,0,0.0,2,6,chaotic,3.9
1,2.0,2,14.0,23.31,5,3,0,0.0,0,0.0,1,0,chaotic,3.9
1,5.0,2,3.0,18.59,15,1,1,23.0,1,1.74,1,5,structured,31.8
2,5.0,1,10.0,2.76,4,5,1,30.0,3,7.47,3,2,structured,33.7
2,3.0,2,0.0,18.46,7,1,1,24.0,2,1.52,1,5,structured,23.8
1,5.0,1,4.0,20.07,13,5,0,0.0,0,0.0,2,9,structured,7.1
1,1.0,2,9.0,2.0,7,15,0,0.0,2,1.34,1,3,structured,4.5
1,1.0,2,13.0,17.4,2,46,0,0.0,3,6.66,4,7,chaotic,8.1
2,8.0,1,9.0,16.35,4,5,0,0.0,0,0.0,4,9,chaotic,13.6
1,3.0,0,8.0,4.06,5,4,0,0.0,5,13.16,0,4,structured,17.2
0,5.0,3,15.0,5.82,3,17,1,10.0,2,4.16,4,7,structured,55.8
1,3.0,3,4.0,1.64,14,18,0,0.0,1,0.6,2,5,structured,8.0
1,8.0,1,5.0,3.42,13,0,0,0.0,2,4.72,4,2,chaotic,28.8
1,1.0,3,1.0,13.27,14,24,0,0.0,2,3.07,0,7,structured,5.1
2,8.0,1,11.0,11.53,9,14,1,14.0,4,11.83,3,3,structured,64.5
2,8.0,1,7.0,23.9,6,10,0,0.0,0,0.0,4,3,structured,9.8
2,3.0,1,3.0,22.02,13,18,0,0.0,2,2.53,1,0,structured,7.8
2,13.0,0,10.0,13.17,13,6,0,0.0,3,4.95,1,0,structured,10.5
2,5.0,1,3.0,2.32,12,31,0,0.0,4,11.58,4,2,structured,20.2
1,3.0,1,8.0,17.49,4,3,1,16.0,0,0.0,1,6,structured,29.6
2,5.0,0,10.0,3.63,13,0,0,0.0,0,0.0,4,9,chaotic,7.1
2,5.0,0,12.0,6.6,10,17,0,0.0,5,5.67,1,1,structured,13.8
1,1.0,2,11.0,18.35,11,24,0,0.0,5,6.77,2,3,chaotic,14.4
2,13.0,2,9.0,19.52,14,21,0,0.0,1,1.41,0,2,chaotic,14.6
1,3.0,3,0.0,3.85,5,0,0,0.0,2,2.27,4,5,structured,7.6
2,3.0,0,3.0,14.1,8,24,0,0.0,1,0.93,1,5,structured,3.3
2,1.0,2,9.0,4.22,6,1,1,11.0,4,9.12,3,8,structured,25.6
3,8.0,0,8.0,24.4,4,15,0,0.0,5,13.88,1,7,chaotic,21.5
3,3.0,0,8.0,7.51,9,11,0,0.0,3,2.3,0,4,structured,5.9
2,5.0,2,11.0,19.63,10,0,0,0.0,3,3.49,0,2,structured,8.0
2,8.0,1,14.0,4.77,5,2,1,15.0,4,7.82,0,5,chaotic,38.1
2,3.0,2,8.0,25.02,12,4,1,18.0,2,4.59,2,1,chaotic,38.8
1,3.0,0,2.0,6.14,6,1,0,0.0,2,2.6,0,9,structured,29.03560657860802
2,3.0,0,7.0,21.93,14,0,0,0.0,4,5.66,0,4,structured,7.4
1,8.0,1,4.0,13.73,12,18,0,0.0,1,0.64,4,4,chaotic,16.1
1,5.0,0,8.0,6.33,7,1,0,0.0,5,6.6,2,1,chaotic,10.5
0,2.0,0,9.0,19.88,12,13,0,0.0,2,3.07,0,6,structured,6.9
2,5.0,0,8.0,3.97,5,3,1,20.0,4,5.7,0,2,structured,38.7
0,3.0,1,9.0,18.73,10,10,0,0.0,2,3.42,2,2,structured,10.8
1,8.0,2,4.0,21.07,11,13,0,0.0,2,2.35,1,3,chaotic,8.1
1,2.0,0,2.0,10.93,4,0,0,0.0,0,0.0,1,2,structured,9.8
1,3.0,1,13.0,21.01,5,5,0,0.0,2,3.61,3,7,chaotic,11.0
1,8.0,1,6.0,18.5,3,9,0,0.0,4,9.63,2,8,structured,16.6
2,3.0,1,3.0,24.91,5,1,0,0.0,3,7.84,4,6,structured,11.1
0,3.0,1,15.0,15.93,11,6,1,0.0,3,5.62,3,9,structured,18.9
2,2.0,1,0.0,8.87,4,20,1,21.0,3,8.01,1,3,structured,38.5
3,5.0,2,5.0,19.71,14,6,1,15.0,2,2.03,4,8,structured,28.587817310344427
1,2.0,0,11.0,3.15,7,1,0,0.0,1,1.29,2,9,structured,3.5
1,8.0,2,6.0,5.35,6,3,0,0.0,1,1.19,3,0,chaotic,9.0
2,5.0,0,13.0,18.43,8,11,0,0.0,0,0.0,2,2,chaotic,7.2
1,1.0,1,5.0,5.2,10,36,0,0.0,4,5.14,0,5,structured,9.8
1,5.0,1,10.0,21.37,12,3,0,0.0,2,1.71,1,5,structured,28.673374931768784
3,8.0,0,6.0,3.4,11,16,0,0.0,0,0.0,1,6,structured,37.670612661578716
3,8.0,0,7.0,18.4,3,4,0,0.0,4,9.22,1,6,structured,12.8
2,8.0,0,7.0,6.81,14,24,0,0.0,2,3.88,1,1,structured,9.3
1,2.0,0,8.0,3.58,7,6,0,0.0,1,1.51,3,9,structured,7.4
2,5.0,1,8.0,18.22,14,9,0,0.0,2,3.62,4,0,structured,15.7
2,1.0,0,5.0,22.33,11,0,1,27.0,2,1.82,1,8,chaotic,29.9
1,1.0,2,6.0,5.63,3,13,0,0.0,2,4.16,2,5,structured,8.0
2,13.0,2,6.0,8.78,9,19,0,0.0,1,1.34,2,3,structured,8.4
0,3.0,0,11.0,18.26,13,11,0,0.0,0,0.0,0,4,structured,7.2
1,2.0,0,9.0,18.32,13,6,0,0.0,3,3.68,1,5,structured,35.2
2,2.0,1,8.0,6.32,12,0,0,0.0,4,5.45,3,0,chaotic,10.4
1,8.0,2,6.0,16.28,14,0,1,0.0,5,5.67,3,4,structured,60.5
1,1.0,1,6.0,13.11,9,36,1,18.0,0,0.0,3,9,structured,23.1
2,3.0,0,8.0,4.63,4,5,1,23.0,1,1.84,4,3,structured,32.4
3,3.0,3,13.0,5.77,2,2,0,0.0,2,2.89,2,3,chaotic,33.882964856280836
2,1.0,1,15.0,3.54,14,9,0,0.0,4,6.8,0,4,structured,23.7
2,3.0,1,0.0,24.96,11,19,1,6.0,3,7.15,1,9,structured,19.0
3,13.0,2,3.0,25.68,14,21,0,0.0,3,4.36,2,0,structured,7.9
1,2.0,3,10.0,14.28,13,30,0,0.0,3,4.08,1,2,structured,16.3
1,3.0,1,8.0,13.9,7,9,0,0.0,5,6.55,0,0,structured,10.3
1,3.0,1,9.0,17.36,4,4,1,14.0,2,1.55,1,0,chaotic,20.6
0,3.0,1,6.0,21.07,13,5,0,0.0,0,0.0,0,0,structured,6.2
2,8.0,0,3.0,10.99,13,4,0,0.0,2,4.25,4,3,structured,9.2
1,3.0,1,8.0,20.27,9,12,0,0.0,5,10.91,1,1,structured,14.5
1,3.0,0,8.0,7.68,5,4,0,0.0,3,5.77,2,7,structured,8.4
1,3.0,1,11.0,5.44,13,16,0,0.0,4,6.37,0,2,structured,18.7
1,5.0,2,13.0,12.55,13,2,0,0.0,4,7.5,2,4,chaotic,22.4
3,8.0,3,15.0,20.22,12,21,0,0.0,5,12.06,4,6,structured,89.07982716870619
0,5.0,2,7.0,5.66,9,5,0,0.0,3,4.69,1,3,structured,17.0
1,1.0,0,11.0,7.45,15,5,0,0.0,4,6.04,3,8,structured,15.4
1,3.0,0,12.0,19.65,15,43,0,0.0,3,3.66,1,6,chaotic,12.9
1,3.0,1,15.0,14.97,5,4,0,0.0,1,0.82,3,7,structured,5.9
2,3.0,0,10.0,19.18,6,4,0,0.0,0,0.0,4,6,structured,7.9
1,5.0,0,3.0,14.87,12,10,0,0.0,2,1.5,0,3,structured,6.4
0,2.0,2,5.0,16.71,4,13,0,0.0,5,6.0,0,5,structured,15.6
1,2.0,1,3.0,30.25,2,11,0,0.0,0,0.0,4,0,chaotic,4.8
2,8.0,0,3.0,18.54,9,6,1,26.0,1,1.71,2,1,chaotic,43.5
2,3.0,1,4.0,2.93,14,22,0,0.0,0,0.0,1,0,structured,4.4
2,5.0,3,7.0,21.21,14,13,0,0.0,2,1.27,2,0,structured,6.1
2,5.0,1,12.0,23.65,4,1,0,0.0,5,12.17,1,7,structured,39.3
2,8.0,0,4.0,21.38,5,1,0,0.0,2,1.38,2,2,chaotic,7.2
0,2.0,1,2.0,17.12,7,23,0,0.0,4,6.05,4,8,structured,55.8
1,3.0,3,2.0,5.28,14,14,0,0.0,3,4.9,1,9,chaotic,6.9
2,3.0,0,3.0,13.54,13,23,0,0.0,0,0.0,3,9,structured,5.6
1,3.0,1,6.0,17.05,14,2,1,5.0,1,1.66,4,5,structured,13.3
2,13.0,2,8.0,7.38,8,5,0,0.0,2,2.77,3,9,chaotic,12.4
1,5.0,2,6.0,15.21,3,19,0,0.0,1,1.81,1,1,structured,7.0
2,5.0,0,5.0,24.08,11,13,1,4.0,1,1.07,4,8,structured,12.9
3,13.0,3,7.0,22.61,14,14,0,0.0,3,5.05,2,1,structured,16.9
2,5.0,1,10.0,24.33,7,2,0,0.0,1,1.09,1,3,structured,8.0
3,3.0,0,0.0,14.06,5,13,0,0.0,5,11.58,3,3,chaotic,27.291074550772937
2,3.0,0,14.0,13.4,9,7,0,0.0,5,8.95,1,4,structured,20.1
3,5.0,1,4.0,18.39,5,76,0,0.0,0,0.0,2,6,structured,5.8
1,1.0,0,2.0,20.07,13,2,0,0.0,5,14.27,1,8,structured,18.0
1,3.0,2,8.0,18.36,7,3,0,0.0,3,4.52,0,5,structured,5.5
2,5.0,2,8.0,19.73,14,22,0,0.0,2,1.32,0,8,structured,6.0
1,3.0,0,8.0,9.22,10,10,0,0.0,3,5.5,3,5,structured,8.8
1,3.0,2,1.0,16.91,8,9,0,0.0,4,5.23,4,3,chaotic,8.3
3,8.0,3,7.0,22.04,8,2,1,20.0,0,0.0,1,5,structured,30.4
2,5.0,0,3.0,20.59,12,32,0,0.0,0,0.0,1,6,chaotic,7.3
1,1.0,2,14.0,18.48,5,23,0,0.0,0,0.0,0,4,structured,3.6
1,2.0,3,4.0,3.64,8,11,1,7.0,4,9.83,0,1,chaotic,23.8
1,2.0,2,15.0,14.16,14,11,1,17.0,4,8.1,0,2,structured,43.2
0,3.0,1,9.0,13.15,15,14,0,0.0,0,0.0,3,0,chaotic,5.5
3,3.0,2,15.0,20.16,2,5,0,0.0,4,5.83,3,5,chaotic,16.5
1,1.0,2,8.0,9.81,12,1,1,23.0,2,3.05,4,3,structured,40.2
1,5.0,0,2.0,20.56,13,5,0,0.0,0,0.0,0,7,structured,18.6
2,5.0,0,10.0,12.36,8,0,0,0.0,3,2.41,3,9,structured,6.2
0,3.0,1,7.0,25.59,5,28,0,0.0,4,4.49,2,9,chaotic,7.8
1,5.0,1,13.0,16.02,8,9,0,0.0,0,0.0,1,6,chaotic,8.7
2,8.0,1,6.0,25.27,14,0,0,0.0,1,1.88,0,9,chaotic,11.1
2,5.0,0,2.0,16.95,4,0,0,0.0,0,0.0,0,8,structured,3.3
3,5.0,2,1.0,16.73,6,5,0,0.0,1,0.56,2,9,structured,2.2
2,5.0,2,11.0,22.33,15,39,1,30.0,1,1.43,3,3,structured,40.3
1,3.0,1,3.0,5.92,11,31,0,0.0,5,7.4,0,2,structured,69.2
2,2.0,0,10.0,17.67,5,31,0,0.0,2,4.48,3,0,structured,8.7
3,3.0,0,2.0,15.98,11,3,0,0.0,3,6.66,0,5,chaotic,19.907305111811578
2,3.0,0,8.0,4.69,4,2,0,0.0,1,1.04,0,3,structured,9.6
3,8.0,1,11.0,8.05,12,23,1,25.0,3,4.84,0,8,structured,123.89393225356716
2,5.0,0,5.0,9.62,8,11,0,0.0,1,1.58,4,4,chaotic,6.9
3,3.0,3,9.0,11.99,14,21,0,0.0,2,4.66,1,1,structured,10.0
1,3.0,0,8.0,23.88,12,23,0,0.0,1,0.95,2,6,chaotic,4.0
2,3.0,0,3.0,23.51,3,1,0,0.0,3,6.91,0,2,structured,9.2
1,1.0,2,1.0,13.39,11,8,0,0.0,0,0.0,2,9,structured,1.6
2,3.0,1,4.0,6.34,11,4,0,0.0,2,2.12,3,5,structured,13.9
2,8.0,1,8.0,24.36,5,1,0,0.0,2,2.15,1,3,structured,10.0
3,5.0,0,5.0,12.77,9,28,0,0.0,2,2.02,2,6,chaotic,12.438382229751666
3,2.0,1,3.0,6.7,5,2,0,0.0,1,0.76,1,7,structured,3.7
1,1.0,1,7.0,18.48,12,1,1,3.0,0,0.0,2,3,structured,10.9
2,5.0,2,14.0,12.64,5,2,0,0.0,3,2.89,2,8,structured,8.3
2,3.0,1,1.0,6.37,7,1,0,0.0,5,7.11,0,1,structured,53.0
1,3.0,2,14.0,3.38,10,28,0,0.0,1,1.04,2,2,structured,6.1
1,1.0,1,6.0,13.59,2,3,0,0.0,0,0.0,1,1,chaotic,3.5
0,3.0,2,9.0,3.1,15,2,1,20.0,1,1.15,0,7,chaotic,20.2
2,3.0,1,10.0,24.48,2,0,0,0.0,1,0.98,0,4,chaotic,17.8
1,3.0,1,11.0,4.31,14,0,0,0.0,2,1.66,0,9,chaotic,9.2
3,3.0,1,15.0,21.07,11,11,0,0.0,1,1.34,1,2,structured,4.4
1,3.0,1,15.0,6.78,9,6,0,0.0,0,0.0,4,7,structured,9.2
3,3.0,0,1.0,9.23,8,7,0,0.0,4,8.62,3,6,structured,7.7
1,1.0,1,6.0,3.7,7,15,0,0.0,0,0.0,4,3,structured,5.7
2,3.0,0,8.0,23.37,12,6,0,0.0,1,1.07,2,9,chaotic,4.0
0,8.0,1,8.0,27.21,7,2,0,0.0,4,7.86,0,5,chaotic,25.3
2,5.0,0,15.0,4.78,9,21,0,0.0,3,6.28,2,4,chaotic,20.2
2,8.0,0,10.0,5.0,13,1,1,7.0,1,0.94,1,7,structured,15.0
3,5.0,0,6.0,3.15,11,1,0,0.0,0,0.0,3,9,structured,42.16170102718246
